dictionary,country,year,dimension,source,count
representation,estonia,2003,electoral,greco,1
electoral,russia,2014,electoral,greco,31
campaigns,russia,2014,electoral,greco,17
election,russia,2014,electoral,greco,76
justice,russia,2014,liberal_institution,greco,15
judges,russia,2014,liberal_institution,greco,4
courts,russia,2014,liberal_institution,greco,7
court,russia,2014,liberal_institution,greco,20
prosecutor,russia,2014,liberal_institution,greco,14
union,russia,2014,participatory,greco,1
participation,russia,2014,participatory,greco,8
contests,russia,2014,electoral,greco,1
prosecutors,russia,2014,liberal_institution,greco,2
campaign,russia,2014,electoral,greco,26
legal framework,russia,2014,liberal_institution,greco,4
elections,russia,2014,electoral,greco,25
participants,russia,2014,participatory,greco,2
human rights,russia,2014,liberal_rights,greco,1
the web,russia,2014,media,greco,1
referendum,russia,2014,participatory,greco,1
media,russia,2014,media,greco,1
participate,russia,2014,participatory,greco,5
civil rights,russia,2014,liberal_rights,greco,1
referendums,russia,2014,participatory,greco,3
women,russia,2014,liberal_rights,greco,1
checking,russia,2014,liberal_institution,greco,1
campaigning,russia,2014,electoral,greco,6
vote,russia,2014,electoral,greco,1
elected,russia,2014,electoral,greco,1
voting,russia,2014,electoral,greco,1
checks,russia,2014,liberal_institution,greco,1
electoral,italy,2019,electoral,greco,7
campaigns,italy,2019,electoral,greco,3
election,italy,2019,electoral,greco,4
justice,italy,2019,liberal_institution,greco,5
judges,italy,2019,liberal_institution,greco,3
courts,italy,2019,liberal_institution,greco,5
union,italy,2019,participatory,greco,1
campaign,italy,2019,electoral,greco,7
internet,italy,2019,media,greco,1
online,italy,2019,media,greco,1
website,italy,2019,media,greco,2
elections,italy,2019,electoral,greco,2
mandate,italy,2019,electoral,greco,1
court,italy,2019,liberal_institution,greco,4
news,italy,2019,media,greco,1
judges,malta,2014,liberal_institution,greco,99
prosecutors,malta,2014,liberal_institution,greco,34
justice,malta,2014,liberal_institution,greco,130
demonstrate,malta,2014,participatory,greco,4
judiciary,malta,2014,liberal_institution,greco,70
independence of the judiciary,malta,2014,liberal_institution,greco,2
elected,malta,2014,electoral,greco,6
court,malta,2014,liberal_institution,greco,150
civil society,malta,2014,participatory,greco,4
judge,malta,2014,liberal_institution,greco,66
ombudsman,malta,2014,liberal_rights,greco,1
the opposition,malta,2014,electoral,greco,5
journalists,malta,2014,media,greco,1
pressing,malta,2014,media,greco,1
freedom of information,malta,2014,participatory,greco,2
legal framework,malta,2014,liberal_institution,greco,4
election,malta,2014,electoral,greco,25
elections,malta,2014,electoral,greco,6
women,malta,2014,liberal_rights,greco,2
mandate,malta,2014,electoral,greco,2
participation,malta,2014,participatory,greco,1
website,malta,2014,media,greco,5
online,malta,2014,media,greco,5
voting,malta,2014,electoral,greco,1
internet,malta,2014,media,greco,2
access to information,malta,2014,participatory,greco,1
representations,malta,2014,electoral,greco,1
vote,malta,2014,electoral,greco,7
votes,malta,2014,electoral,greco,4
campaigns,malta,2014,electoral,greco,10
campaign,malta,2014,electoral,greco,5
media,malta,2014,media,greco,5
voted,malta,2014,electoral,greco,1
impartiality,malta,2014,liberal_institution,greco,16
union,malta,2014,participatory,greco,2
petition,malta,2014,participatory,greco,1
courts,malta,2014,liberal_institution,greco,16
rule of law,malta,2014,liberal_institution,greco,2
pluralism,malta,2014,electoral,greco,2
impartiality of the judiciary,malta,2014,liberal_institution,greco,1
demonstrably,malta,2014,participatory,greco,1
judged,malta,2014,liberal_institution,greco,2
human rights,malta,2014,liberal_rights,greco,7
effective enforcement,malta,2014,liberal_institution,greco,1
freedom of expression,malta,2014,participatory,greco,1
privacy,malta,2014,media,greco,2
contested,malta,2014,electoral,greco,2
newspapers,malta,2014,media,greco,1
minor,malta,2014,liberal_rights,greco,2
prosecutor,malta,2014,liberal_institution,greco,22
impartial,malta,2014,liberal_institution,greco,2
minors,malta,2014,liberal_rights,greco,1
electoral,malta,2014,electoral,greco,19
press,malta,2014,media,greco,1
mandate,cyprus,2003,electoral,greco,3
justice,cyprus,2003,liberal_institution,greco,3
privacy,cyprus,2003,media,greco,3
elected,cyprus,2003,electoral,greco,1
newspapers,cyprus,2003,media,greco,2
elections,cyprus,2003,electoral,greco,1
access to information,cyprus,2003,participatory,greco,2
human rights,cyprus,2003,liberal_rights,greco,2
court,cyprus,2003,liberal_institution,greco,1
impartial,cyprus,2003,liberal_institution,greco,1
impartiality,cyprus,2003,liberal_institution,greco,2
judges,greece,2019,liberal_institution,greco,43
prosecutors,greece,2019,liberal_institution,greco,31
legal framework,greece,2019,liberal_institution,greco,1
website,greece,2019,media,greco,3
impartiality,greece,2019,liberal_institution,greco,2
elected,greece,2019,electoral,greco,3
prosecutor,greece,2019,liberal_institution,greco,6
vote,greece,2019,electoral,greco,1
internet,greece,2019,media,greco,2
courts,greece,2019,liberal_institution,greco,15
justice,greece,2019,liberal_institution,greco,7
votes,greece,2019,electoral,greco,1
court,greece,2019,liberal_institution,greco,11
digital,greece,2019,media,greco,1
judiciary,greece,2019,liberal_institution,greco,8
participate,greece,2019,participatory,greco,2
justice,slovenia,2020,liberal_institution,greco,5
prosecutors,slovenia,2020,liberal_institution,greco,1
ngos,slovenia,2020,participatory,greco,1
human rights,slovenia,2020,liberal_rights,greco,1
civil society,slovenia,2020,participatory,greco,1
representation,slovenia,2020,electoral,greco,2
website,slovenia,2020,media,greco,5
internet,slovenia,2020,media,greco,1
participation,slovenia,2020,participatory,greco,2
demonstrate,slovenia,2020,participatory,greco,2
checking,slovenia,2020,liberal_institution,greco,3
checks,slovenia,2020,liberal_institution,greco,2
women,slovenia,2020,liberal_rights,greco,6
court,slovenia,2020,liberal_institution,greco,1
unions,slovenia,2020,participatory,greco,1
strike,slovenia,2020,participatory,greco,1
discrimination,slovenia,2020,liberal_rights,greco,1
gender,slovenia,2020,liberal_rights,greco,1
media,slovenia,2020,media,greco,1
news,slovenia,2020,media,greco,1
digital,slovenia,2020,media,greco,1
electoral,romania,2012,electoral,greco,35
campaigns,romania,2012,electoral,greco,22
election,romania,2012,electoral,greco,23
union,romania,2012,participatory,greco,1
demonstrate,romania,2012,participatory,greco,2
court,romania,2012,liberal_institution,greco,11
prosecutors,romania,2012,liberal_institution,greco,3
courts,romania,2012,liberal_institution,greco,3
prosecutor,romania,2012,liberal_institution,greco,1
justice,romania,2012,liberal_institution,greco,1
ngos,romania,2012,participatory,greco,1
campaign,romania,2012,electoral,greco,18
website,romania,2012,media,greco,4
checks,romania,2012,liberal_institution,greco,1
elections,romania,2012,electoral,greco,7
propaganda,romania,2012,media,greco,2
participants,romania,2012,participatory,greco,3
participation,romania,2012,participatory,greco,2
minorities,romania,2012,liberal_rights,greco,2
check,romania,2012,liberal_institution,greco,1
demonstrating,romania,2012,participatory,greco,1
judges,lithuania,2017,liberal_institution,greco,28
prosecutors,lithuania,2017,liberal_institution,greco,32
internet,lithuania,2017,media,greco,2
website,lithuania,2017,media,greco,5
online,lithuania,2017,media,greco,2
websites,lithuania,2017,media,greco,2
checking,lithuania,2017,liberal_institution,greco,1
courts,lithuania,2017,liberal_institution,greco,16
court,lithuania,2017,liberal_institution,greco,15
justice,lithuania,2017,liberal_institution,greco,1
press,lithuania,2017,media,greco,1
elections,lithuania,2017,electoral,greco,1
campaigns,lithuania,2017,electoral,greco,1
campaign,lithuania,2017,electoral,greco,1
check,lithuania,2017,liberal_institution,greco,2
prosecutor,lithuania,2017,liberal_institution,greco,34
participants,lithuania,2017,participatory,greco,5
media,lithuania,2017,media,greco,6
judiciary,lithuania,2017,liberal_institution,greco,3
judge,lithuania,2017,liberal_institution,greco,5
impartiality,lithuania,2017,liberal_institution,greco,2
radio,lithuania,2017,media,greco,1
participate,lithuania,2017,participatory,greco,1
participating,lithuania,2017,participatory,greco,1
legal framework,lithuania,2017,liberal_institution,greco,1
votes,lithuania,2017,electoral,greco,1
judges,spain,2019,liberal_institution,greco,11
prosecutors,spain,2019,liberal_institution,greco,17
electoral,spain,2019,electoral,greco,1
elections,spain,2019,electoral,greco,2
elected,spain,2019,electoral,greco,6
participate,spain,2019,participatory,greco,1
mandate,spain,2019,electoral,greco,1
judiciary,spain,2019,liberal_institution,greco,22
gender,spain,2019,liberal_rights,greco,4
representation,spain,2019,electoral,greco,1
justice,spain,2019,liberal_institution,greco,12
independence of the judiciary,spain,2019,liberal_institution,greco,1
impartiality,spain,2019,liberal_institution,greco,4
impartial,spain,2019,liberal_institution,greco,2
courts,spain,2019,liberal_institution,greco,5
court,spain,2019,liberal_institution,greco,12
online,spain,2019,media,greco,2
prosecutor,spain,2019,liberal_institution,greco,21
website,spain,2019,media,greco,2
media,spain,2019,media,greco,1
participation,spain,2019,participatory,greco,2
elected,belgium,2006,electoral,greco,1
court,belgium,2006,liberal_institution,greco,4
judiciary,belgium,2006,liberal_institution,greco,1
impartiality,belgium,2006,liberal_institution,greco,3
prosecutor,belgium,2006,liberal_institution,greco,4
press,belgium,2006,media,greco,1
elective,belgium,2006,electoral,greco,1
impartial,belgium,2006,liberal_institution,greco,1
privacy,belgium,2006,media,greco,1
checking,belgium,2006,liberal_institution,greco,1
judges,belgium,2006,liberal_institution,greco,1
justice,belgium,2006,liberal_institution,greco,3
prosecutors,belgium,2006,liberal_institution,greco,4
news,belgium,2006,media,greco,1
online,belgium,2006,media,greco,1
internet,belgium,2006,media,greco,2
elections,belgium,2006,electoral,greco,2
electoral,hungary,2012,electoral,greco,1
campaigns,hungary,2012,electoral,greco,6
election,hungary,2012,electoral,greco,7
justice,hungary,2012,liberal_institution,greco,2
civil society,hungary,2012,participatory,greco,3
legal certainty,hungary,2012,liberal_institution,greco,1
judges,hungary,2012,liberal_institution,greco,1
votes,hungary,2012,electoral,greco,2
ngo,hungary,2012,participatory,greco,3
ngos,hungary,2012,participatory,greco,2
campaign,hungary,2012,electoral,greco,2
elected,belgium,2012,electoral,greco,1
prosecutors,belgium,2012,liberal_institution,greco,8
judges,belgium,2012,liberal_institution,greco,8
participated,belgium,2012,participatory,greco,1
justice,belgium,2012,liberal_institution,greco,16
union,belgium,2012,participatory,greco,1
court,belgium,2012,liberal_institution,greco,2
demonstrated,belgium,2012,participatory,greco,1
participants,belgium,2012,participatory,greco,1
prosecutor,belgium,2012,liberal_institution,greco,2
courts,belgium,2012,liberal_institution,greco,2
election,belgium,2012,electoral,greco,2
campaigns,belgium,2012,electoral,greco,3
electoral,belgium,2012,electoral,greco,1
prosecutor,belgium,2004,liberal_institution,greco,22
judge,belgium,2004,liberal_institution,greco,9
court,belgium,2004,liberal_institution,greco,19
courts,belgium,2004,liberal_institution,greco,18
participation,belgium,2004,participatory,greco,1
justice,belgium,2004,liberal_institution,greco,6
prosecutors,belgium,2004,liberal_institution,greco,10
judges,belgium,2004,liberal_institution,greco,11
referendums,belgium,2004,participatory,greco,1
privacy,belgium,2004,media,greco,1
campaigns,belgium,2004,electoral,greco,1
elective,belgium,2004,electoral,greco,2
unions,belgium,2004,participatory,greco,2
checks,belgium,2004,liberal_institution,greco,2
checks and balances,belgium,2004,liberal_institution,greco,1
voting,belgium,2004,electoral,greco,4
union,belgium,2004,participatory,greco,1
judges,germany,2022,liberal_institution,greco,7
prosecutors,germany,2022,liberal_institution,greco,2
representation,germany,2022,electoral,greco,13
participate,germany,2022,participatory,greco,1
church,germany,2022,liberal_rights,greco,1
churches,germany,2022,liberal_rights,greco,3
press,germany,2022,media,greco,3
media,germany,2022,media,greco,2
online,germany,2022,media,greco,2
vote,germany,2022,electoral,greco,2
electoral,germany,2022,electoral,greco,3
elections,germany,2022,electoral,greco,1
courts,germany,2022,liberal_institution,greco,4
justice,germany,2022,liberal_institution,greco,1
legal framework,germany,2022,liberal_institution,greco,1
held accountable,germany,2022,liberal_institution,greco,1
freedom of information,germany,2022,participatory,greco,4
minor,germany,2022,liberal_rights,greco,1
website,germany,2022,media,greco,2
access to information,germany,2022,participatory,greco,1
unions,germany,2022,participatory,greco,1
petitions,germany,2022,participatory,greco,1
minorities,germany,2022,liberal_rights,greco,1
effective enforcement,germany,2022,liberal_institution,greco,1
freedom of expression,germany,2022,participatory,greco,1
court,germany,2022,liberal_institution,greco,6
rule of law,germany,2022,liberal_institution,greco,2
demonstrates,germany,2022,participatory,greco,1
digital,germany,2022,media,greco,1
check,germany,2022,liberal_institution,greco,5
checks,germany,2022,liberal_institution,greco,3
privacy,germany,2022,media,greco,2
prosecutor,monaco,2010,liberal_institution,greco,32
internet,monaco,2010,media,greco,6
judges,monaco,2010,liberal_institution,greco,50
rule of law,monaco,2010,liberal_institution,greco,2
judiciary,monaco,2010,liberal_institution,greco,6
prosecutors,monaco,2010,liberal_institution,greco,23
judge,monaco,2010,liberal_institution,greco,14
court,monaco,2010,liberal_institution,greco,18
elected,monaco,2010,electoral,greco,12
electing,monaco,2010,electoral,greco,1
justice,monaco,2010,liberal_institution,greco,9
courts,monaco,2010,liberal_institution,greco,5
free to express,monaco,2010,participatory,greco,1
separation of powers,monaco,2010,liberal_institution,greco,1
journalists,monaco,2010,media,greco,1
participating,monaco,2010,participatory,greco,1
telecommunications,monaco,2010,media,greco,1
access to information,monaco,2010,participatory,greco,5
participants,monaco,2010,participatory,greco,1
online,monaco,2010,media,greco,2
impartiality,monaco,2010,liberal_institution,greco,6
minor,monaco,2010,liberal_rights,greco,1
elective,monaco,2010,electoral,greco,3
liberal,monaco,2010,liberal_rights,greco,1
checks,monaco,2010,liberal_institution,greco,2
press,monaco,2010,media,greco,2
vote,monaco,2010,electoral,greco,3
demonstrate,monaco,2010,participatory,greco,1
legal framework,monaco,2010,liberal_institution,greco,2
unions,monaco,2010,participatory,greco,1
civil society,monaco,2010,participatory,greco,1
electoral,romania,2010,electoral,greco,113
campaigns,romania,2010,electoral,greco,54
election,romania,2010,electoral,greco,68
justice,romania,2010,liberal_institution,greco,31
prosecutor,romania,2010,liberal_institution,greco,16
judiciary,romania,2010,liberal_institution,greco,3
court,romania,2010,liberal_institution,greco,80
judging,romania,2010,liberal_institution,greco,2
judges,romania,2010,liberal_institution,greco,5
prosecutors,romania,2010,liberal_institution,greco,7
check,romania,2010,liberal_institution,greco,2
judge,romania,2010,liberal_institution,greco,12
elect,romania,2010,electoral,greco,2
elected,romania,2010,electoral,greco,14
elective,romania,2010,electoral,greco,1
courts,romania,2010,liberal_institution,greco,13
union,romania,2010,participatory,greco,5
participants,romania,2010,participatory,greco,9
participation,romania,2010,participatory,greco,6
legal proceedings,romania,2010,liberal_institution,greco,2
website,romania,2010,media,greco,7
legal framework,romania,2010,liberal_institution,greco,9
ngos,romania,2010,participatory,greco,2
minor,romania,2010,liberal_rights,greco,2
civil society,romania,2010,participatory,greco,2
television,romania,2010,media,greco,3
newspaper,romania,2010,media,greco,2
internet,romania,2010,media,greco,2
news,romania,2010,media,greco,1
vote,romania,2010,electoral,greco,5
participate,romania,2010,participatory,greco,5
campaigning,romania,2010,electoral,greco,1
rule of law,romania,2010,liberal_institution,greco,2
elections,romania,2010,electoral,greco,41
elects,romania,2010,electoral,greco,1
minorities,romania,2010,liberal_rights,greco,8
representation,romania,2010,electoral,greco,4
proportional representation,romania,2010,electoral,greco,2
minority,romania,2010,liberal_rights,greco,7
mandate,romania,2010,electoral,greco,8
votes,romania,2010,electoral,greco,13
electors,romania,2010,electoral,greco,1
mandates,romania,2010,electoral,greco,7
campaign,romania,2010,electoral,greco,49
unions,romania,2010,participatory,greco,6
liberalities,romania,2010,liberal_rights,greco,3
women,romania,2010,liberal_rights,greco,3
propaganda,romania,2010,media,greco,12
radio,romania,2010,media,greco,2
participating,romania,2010,participatory,greco,1
online,romania,2010,media,greco,1
access to information,romania,2010,participatory,greco,1
participated,romania,2010,participatory,greco,2
liberal,romania,2010,liberal_rights,greco,1
striking,romania,2010,participatory,greco,1
media,romania,2010,media,greco,3
checking,romania,2010,liberal_institution,greco,2
checks,romania,2010,liberal_institution,greco,2
judiciary,romania,2004,liberal_institution,greco,11
court,romania,2004,liberal_institution,greco,13
justice,romania,2004,liberal_institution,greco,28
civil society,romania,2004,participatory,greco,1
judges,romania,2004,liberal_institution,greco,32
prosecutors,romania,2004,liberal_institution,greco,16
union,romania,2004,participatory,greco,1
media,romania,2004,media,greco,3
campaign,romania,2004,electoral,greco,3
internet,romania,2004,media,greco,2
website,romania,2004,media,greco,1
campaigns,romania,2004,electoral,greco,1
human rights,romania,2004,liberal_rights,greco,2
elected,romania,2004,electoral,greco,1
vote,romania,2004,electoral,greco,2
representation,romania,2004,electoral,greco,1
checks,romania,2004,liberal_institution,greco,1
prosecutor,romania,2004,liberal_institution,greco,15
courts,romania,2004,liberal_institution,greco,5
judging,romania,2004,liberal_institution,greco,1
voting,romania,2004,electoral,greco,2
impartiality,romania,2004,liberal_institution,greco,2
judge,romania,2004,liberal_institution,greco,2
independence of the judiciary,romania,2004,liberal_institution,greco,1
television,romania,2004,media,greco,1
mandate,romania,2004,electoral,greco,1
votes,romania,2004,electoral,greco,2
demonstrate,slovenia,2022,participatory,greco,1
justice,slovenia,2022,liberal_institution,greco,3
court,slovenia,2022,liberal_institution,greco,1
internet,slovenia,2022,media,greco,1
participation,slovenia,2022,participatory,greco,1
elected,slovenia,2022,electoral,greco,1
online,slovenia,2022,media,greco,1
website,slovenia,2022,media,greco,3
checking,slovenia,2022,liberal_institution,greco,3
check,slovenia,2022,liberal_institution,greco,3
checked,slovenia,2022,liberal_institution,greco,1
women,slovenia,2022,liberal_rights,greco,7
gender,slovenia,2022,liberal_rights,greco,1
representation,slovenia,2022,electoral,greco,1
union,slovenia,2022,participatory,greco,1
legal certainty,cyprus,2015,liberal_institution,greco,3
legal framework,cyprus,2015,liberal_institution,greco,6
judiciary,cyprus,2015,liberal_institution,greco,2
election,cyprus,2015,electoral,greco,115
justice,cyprus,2015,liberal_institution,greco,3
campaign,cyprus,2015,electoral,greco,28
campaigns,cyprus,2015,electoral,greco,13
website,cyprus,2015,media,greco,6
elected,cyprus,2015,electoral,greco,5
participants,cyprus,2015,participatory,greco,2
electoral,cyprus,2015,electoral,greco,5
online,cyprus,2015,media,greco,2
newspaper,cyprus,2015,media,greco,2
elections,cyprus,2015,electoral,greco,23
participating,cyprus,2015,participatory,greco,3
judges,cyprus,2015,liberal_institution,greco,1
ombudsman,cyprus,2015,liberal_rights,greco,1
mandating,cyprus,2015,electoral,greco,1
press,cyprus,2015,media,greco,2
websites,cyprus,2015,media,greco,2
court,cyprus,2015,liberal_institution,greco,1
checked,cyprus,2015,liberal_institution,greco,1
prosecutor,malta,2002,liberal_institution,greco,2
justice,malta,2002,liberal_institution,greco,39
ombudsman,malta,2002,liberal_rights,greco,16
press,malta,2002,media,greco,8
union,malta,2002,participatory,greco,1
court,malta,2002,liberal_institution,greco,63
ngos,malta,2002,participatory,greco,1
civil society,malta,2002,participatory,greco,1
newspapers,malta,2002,media,greco,4
judges,malta,2002,liberal_institution,greco,20
participation,malta,2002,participatory,greco,3
courts,malta,2002,liberal_institution,greco,16
minor,malta,2002,liberal_rights,greco,3
news,malta,2002,media,greco,1
the opposition,malta,2002,electoral,greco,6
website,malta,2002,media,greco,2
judiciary,malta,2002,liberal_institution,greco,25
judge,malta,2002,liberal_institution,greco,14
elected,malta,2002,electoral,greco,3
media,malta,2002,media,greco,2
freedom of information,malta,2002,participatory,greco,1
access to information,malta,2002,participatory,greco,1
legal proceedings,malta,2002,liberal_institution,greco,1
prosecutors,malta,2002,liberal_institution,greco,2
rule of law,malta,2002,liberal_institution,greco,1
human rights,malta,2002,liberal_rights,greco,5
vote,malta,2002,electoral,greco,1
election,malta,2002,electoral,greco,2
television,malta,2002,media,greco,1
radio,malta,2002,media,greco,2
websites,malta,2002,media,greco,1
online,malta,2002,media,greco,2
petition,malta,2002,participatory,greco,1
freedom of expression,malta,2002,participatory,greco,1
representation,malta,2002,electoral,greco,1
prosecutor,cyprus,2001,liberal_institution,greco,1
court,cyprus,2001,liberal_institution,greco,27
ombudsman,cyprus,2001,liberal_rights,greco,4
justice,cyprus,2001,liberal_institution,greco,8
journalists,cyprus,2001,media,greco,1
union,cyprus,2001,participatory,greco,1
civil society,cyprus,2001,participatory,greco,1
courts,cyprus,2001,liberal_institution,greco,11
press,cyprus,2001,media,greco,1
checks,cyprus,2001,liberal_institution,greco,2
checks and balances,cyprus,2001,liberal_institution,greco,2
minor,cyprus,2001,liberal_rights,greco,1
judges,cyprus,2001,liberal_institution,greco,10
minors,cyprus,2001,liberal_rights,greco,1
prosecutors,cyprus,2001,liberal_institution,greco,4
judiciary,cyprus,2001,liberal_institution,greco,2
voted,cyprus,2001,electoral,greco,1
participate,cyprus,2001,participatory,greco,1
judge,cyprus,2001,liberal_institution,greco,2
human rights,cyprus,2001,liberal_rights,greco,5
access to information,cyprus,2001,participatory,greco,1
demonstrate,cyprus,2001,participatory,greco,1
privacy,cyprus,2001,media,greco,5
mandate,cyprus,2001,electoral,greco,4
striking,cyprus,2001,participatory,greco,1
civil liberties,cyprus,2001,liberal_rights,greco,1
judges,estonia,2015,liberal_institution,greco,46
prosecutors,estonia,2015,liberal_institution,greco,59
participation,estonia,2015,participatory,greco,1
mandate,estonia,2015,electoral,greco,1
justice,estonia,2015,liberal_institution,greco,7
participating,estonia,2015,participatory,greco,1
vote,estonia,2015,electoral,greco,1
impartial,estonia,2015,liberal_institution,greco,2
impartiality,estonia,2015,liberal_institution,greco,4
media,estonia,2015,media,greco,5
check,estonia,2015,liberal_institution,greco,2
access to information,estonia,2015,participatory,greco,1
civil society,estonia,2015,participatory,greco,1
demonstrate,estonia,2015,participatory,greco,1
demonstrating,estonia,2015,participatory,greco,2
participants,estonia,2015,participatory,greco,1
online,estonia,2015,media,greco,5
court,estonia,2015,liberal_institution,greco,25
judge,estonia,2015,liberal_institution,greco,10
courts,estonia,2015,liberal_institution,greco,15
judiciary,estonia,2015,liberal_institution,greco,2
checked,estonia,2015,liberal_institution,greco,3
checks,estonia,2015,liberal_institution,greco,2
prosecutor,estonia,2015,liberal_institution,greco,32
legal framework,estonia,2015,liberal_institution,greco,1
electoral,russia,2016,electoral,greco,17
campaigns,russia,2016,electoral,greco,15
election,russia,2016,electoral,greco,79
justice,russia,2016,liberal_institution,greco,9
union,russia,2016,participatory,greco,1
prosecutor,russia,2016,liberal_institution,greco,11
court,russia,2016,liberal_institution,greco,14
legal framework,russia,2016,liberal_institution,greco,7
judges,russia,2016,liberal_institution,greco,2
website,russia,2016,media,greco,6
courts,russia,2016,liberal_institution,greco,2
contests,russia,2016,electoral,greco,1
campaign,russia,2016,electoral,greco,32
elections,russia,2016,electoral,greco,15
participate,russia,2016,participatory,greco,2
referendums,russia,2016,participatory,greco,2
media,russia,2016,media,greco,8
legal certainty,russia,2016,liberal_institution,greco,1
internet,russia,2016,media,greco,1
referendum,russia,2016,participatory,greco,4
campaigning,russia,2016,electoral,greco,6
radio,russia,2016,media,greco,1
participating,russia,2016,participatory,greco,2
participation,russia,2016,participatory,greco,2
women,russia,2016,liberal_rights,greco,1
candidate list,russia,2016,electoral,greco,3
elected,russia,2016,electoral,greco,2
checks,russia,2016,liberal_institution,greco,1
participants,russia,2016,participatory,greco,1
vote,russia,2016,electoral,greco,1
prosecutor,estonia,2001,liberal_institution,greco,55
justice,estonia,2001,liberal_institution,greco,34
court,estonia,2001,liberal_institution,greco,48
journalists,estonia,2001,media,greco,8
ethnic,estonia,2001,liberal_rights,greco,1
union,estonia,2001,participatory,greco,6
rule of law,estonia,2001,liberal_institution,greco,1
protestant,estonia,2001,participatory,greco,1
elected,estonia,2001,electoral,greco,3
liberal,estonia,2001,liberal_rights,greco,1
civil society,estonia,2001,participatory,greco,4
voted,estonia,2001,electoral,greco,1
participant,estonia,2001,participatory,greco,1
courts,estonia,2001,liberal_institution,greco,21
ngo,estonia,2001,participatory,greco,3
ngos,estonia,2001,participatory,greco,12
media,estonia,2001,media,greco,18
minor,estonia,2001,liberal_rights,greco,4
prosecutors,estonia,2001,liberal_institution,greco,38
pressing,estonia,2001,media,greco,3
participation,estonia,2001,participatory,greco,2
petition,estonia,2001,participatory,greco,2
judge,estonia,2001,liberal_institution,greco,11
participate,estonia,2001,participatory,greco,1
impartiality,estonia,2001,liberal_institution,greco,4
judiciary,estonia,2001,liberal_institution,greco,10
judges,estonia,2001,liberal_institution,greco,49
women,estonia,2001,liberal_rights,greco,1
mandate,estonia,2001,electoral,greco,1
checks,estonia,2001,liberal_institution,greco,1
check,estonia,2001,liberal_institution,greco,4
ombudsman,estonia,2001,liberal_rights,greco,3
petitions,estonia,2001,participatory,greco,4
protest,estonia,2001,participatory,greco,1
protests,estonia,2001,participatory,greco,2
legal framework,estonia,2001,liberal_institution,greco,1
contested,estonia,2001,electoral,greco,1
participating,estonia,2001,participatory,greco,1
press,estonia,2001,media,greco,4
newspaper,estonia,2001,media,greco,2
journalistic,estonia,2001,media,greco,1
newspapers,estonia,2001,media,greco,3
participates,estonia,2001,participatory,greco,1
campaigns,estonia,2001,electoral,greco,2
legal proceedings,estonia,2001,liberal_institution,greco,1
checking,estonia,2001,liberal_institution,greco,1
electoral,portugal,2010,electoral,greco,52
campaigns,portugal,2010,electoral,greco,65
election,portugal,2010,electoral,greco,70
justice,portugal,2010,liberal_institution,greco,7
judiciary,portugal,2010,liberal_institution,greco,2
participate,portugal,2010,participatory,greco,5
participates,portugal,2010,participatory,greco,2
union,portugal,2010,participatory,greco,17
elected,portugal,2010,electoral,greco,26
mandate,portugal,2010,electoral,greco,3
court,portugal,2010,liberal_institution,greco,74
judges,portugal,2010,liberal_institution,greco,13
courts,portugal,2010,liberal_institution,greco,13
participation,portugal,2010,participatory,greco,2
representation,portugal,2010,electoral,greco,7
civil society,portugal,2010,participatory,greco,4
mandated,portugal,2010,electoral,greco,1
legal framework,portugal,2010,liberal_institution,greco,10
elections,portugal,2010,electoral,greco,54
journalists,portugal,2010,media,greco,2
plural,portugal,2010,electoral,greco,2
voting,portugal,2010,electoral,greco,1
prosecutor,portugal,2010,liberal_institution,greco,2
suffrage,portugal,2010,electoral,greco,1
votes,portugal,2010,electoral,greco,12
campaign,portugal,2010,electoral,greco,30
vote,portugal,2010,electoral,greco,2
proportional representation,portugal,2010,electoral,greco,2
elects,portugal,2010,electoral,greco,1
mandates,portugal,2010,electoral,greco,2
pluralism,portugal,2010,electoral,greco,2
elect,portugal,2010,electoral,greco,2
electors,portugal,2010,electoral,greco,9
participated,portugal,2010,participatory,greco,2
check,portugal,2010,liberal_institution,greco,6
elector,portugal,2010,electoral,greco,1
website,portugal,2010,media,greco,2
women,portugal,2010,liberal_rights,greco,1
media,portugal,2010,media,greco,2
online,portugal,2010,media,greco,1
internet,portugal,2010,media,greco,1
judged,portugal,2010,liberal_institution,greco,2
judge,portugal,2010,liberal_institution,greco,1
freedom of association,portugal,2010,participatory,greco,1
voted,portugal,2010,electoral,greco,1
minor,portugal,2010,liberal_rights,greco,1
striking,portugal,2010,participatory,greco,1
judges,georgia,2021,liberal_institution,greco,44
prosecutors,georgia,2021,liberal_institution,greco,29
website,georgia,2021,media,greco,11
participate,georgia,2021,participatory,greco,4
unions,georgia,2021,participatory,greco,1
online,georgia,2021,media,greco,1
elections,georgia,2021,electoral,greco,3
petitions,georgia,2021,participatory,greco,1
minor,georgia,2021,liberal_rights,greco,3
gender,georgia,2021,liberal_rights,greco,1
court,georgia,2021,liberal_institution,greco,33
opposition parties,georgia,2021,electoral,greco,1
opposition party,georgia,2021,electoral,greco,1
elected,georgia,2021,electoral,greco,1
justice,georgia,2021,liberal_institution,greco,4
impartiality,georgia,2021,liberal_institution,greco,3
civil society,georgia,2021,participatory,greco,2
courts,georgia,2021,liberal_institution,greco,10
vote,georgia,2021,electoral,greco,4
checks,georgia,2021,liberal_institution,greco,1
voted,georgia,2021,electoral,greco,1
votes,georgia,2021,electoral,greco,2
